Country,Year ending,Activities,Value
UK,YESep 2015,Rugby (watching or playing),14243
USA,YEDec 2013,Rugby (watching or playing),2442
USA,YEDec 2014,Rugby (watching or playing),14191
USA,YEDec 2015,Rugby (watching or playing),25592
USA,YEJun 2014,Rugby (watching or playing),10558
USA,YEJun 2015,Rugby (watching or playing),16531
USA,YEMar 2014,Rugby (watching or playing),5700
USA,YEMar 2015,Rugby (watching or playing),16027
USA,YEMar 2016,Rugby (watching or playing),27785
USA,YESep 2013,Rugby (watching or playing),947
USA,YESep 2014,Rugby (watching or playing),13170
USA,YESep 2015,Rugby (watching or playing),17555
Germany,YEDec 2013,Scenic boat trip,30022
Germany,YEDec 2014,Scenic boat trip,39008
Germany,YEDec 2015,Scenic boat trip,46887
Germany,YEJun 1998,Scenic boat trip,13087
Germany,YEJun 1999,Scenic boat trip,14415
Germany,YEJun 2000,Scenic boat trip,16557
Germany,YEJun 2001,Scenic boat trip,17218
Germany,YEJun 2002,Scenic boat trip,18401
Germany,YEJun 2003,Scenic boat trip,14178
Germany,YEMar 2008,Scenic boat trip,24674
Germany,YEMar 2009,Scenic boat trip,27109
Germany,YEMar 2010,Scenic boat trip,27019
Germany,YEMar 2011,Scenic boat trip,26854
Germany,YEMar 2012,Scenic boat trip,27702
Germany,YEMar 2013,Scenic boat trip,20627
Germany,YEMar 2014,Scenic boat trip,37367
Germany,YEMar 2015,Scenic boat trip,40294
Germany,YEMar 2016,Scenic boat trip,56951
Germany,YESep 1998,Scenic boat trip,12647
Germany,YESep 1999,Scenic boat trip,15488
Germany,YESep 2000,Scenic boat trip,15492
Germany,YESep 2001,Scenic boat trip,17687
Germany,YESep 2002,Scenic boat trip,18010
Germany,YESep 2003,Scenic boat trip,14392
Germany,YESep 2004,Scenic boat trip,22158
Germany,YESep 2005,Scenic boat trip,28231
Germany,YESep 2006,Scenic boat trip,20332
Germany,YESep 2007,Scenic boat trip,34022
Germany,YESep 2008,Scenic boat trip,23410
Germany,YESep 2009,Scenic boat trip,27781
Germany,YESep 2010,Scenic boat trip,26028
Germany,YESep 2011,Scenic boat trip,27838
Germany,YESep 2012,Scenic boat trip,25598
Germany,YESep 2013,Scenic boat trip,26340
Germany,YESep 2014,Scenic boat trip,39527
Germany,YESep 2015,Scenic boat trip,43120
Japan,YEDec 1997,Scenic boat trip,31841
Japan,YEDec 1998,Scenic boat trip,53858
Japan,YEDec 1999,Scenic boat trip,36759
Japan,YEDec 2000,Scenic boat trip,39947
Japan,YEDec 2001,Scenic boat trip,33097
Japan,YEDec 2002,Scenic boat trip,45877
Japan,YEDec 2003,Scenic boat trip,43681
Japan,YEDec 2004,Scenic boat trip,57605
Japan,YEDec 2005,Scenic boat trip,60965
Japan,YEDec 2006,Scenic boat trip,49023
Japan,YEDec 2007,Scenic boat trip,48865
Japan,YEDec 2008,Scenic boat trip,39037
Japan,YEDec 2009,Scenic boat trip,26121
Japan,YEDec 2010,Scenic boat trip,27822
Japan,YEDec 2011,Scenic boat trip,22270
Japan,YEDec 2012,Scenic boat trip,19569
Japan,YEDec 2013,Scenic boat trip,27179
Japan,YEDec 2014,Scenic boat trip,26293
Japan,YEDec 2015,Scenic boat trip,24222
Japan,YEJun 1998,Scenic boat trip,49214
Japan,YEJun 1999,Scenic boat trip,46138
Japan,YEJun 2000,Scenic boat trip,38755
Japan,YEJun 2001,Scenic boat trip,37670
Japan,YEJun 2002,Scenic boat trip,37956
Japan,YEJun 2003,Scenic boat trip,40305
Japan,YEJun 2004,Scenic boat trip,57016
Japan,YEJun 2005,Scenic boat trip,57186
Japan,YEJun 2006,Scenic boat trip,54172
Japan,YEJun 2007,Scenic boat trip,48707
Japan,YEJun 2008,Scenic boat trip,45503
Japan,YEJun 2009,Scenic boat trip,29532
Japan,YEJun 2010,Scenic boat trip,27705
Japan,YEJun 2011,Scenic boat trip,27317
Japan,YEJun 2012,Scenic boat trip,20352
Japan,YEJun 2013,Scenic boat trip,18670
Japan,YEJun 2014,Scenic boat trip,27467
Japan,YEJun 2015,Scenic boat trip,24997
Japan,YEMar 1998,Scenic boat trip,43647
Japan,YEMar 1999,Scenic boat trip,49490
Japan,YEMar 2000,Scenic boat trip,33932
Japan,YEMar 2001,Scenic boat trip,42647
Japan,YEMar 2002,Scenic boat trip,32704
Japan,YEMar 2003,Scenic boat trip,44595
Japan,YEMar 2004,Scenic boat trip,50434
Japan,YEMar 2005,Scenic boat trip,56898
Japan,YEMar 2006,Scenic boat trip,58531
Japan,YEMar 2007,Scenic boat trip,49531
Japan,YEMar 2008,Scenic boat trip,45068
Japan,YEMar 2009,Scenic boat trip,35414
Japan,YEMar 2010,Scenic boat trip,24383
Japan,YEMar 2011,Scenic boat trip,32980
Japan,YEMar 2012,Scenic boat trip,16402
Japan,YEMar 2013,Scenic boat trip,20184
Japan,YEMar 2014,Scenic boat trip,26694
Japan,YEMar 2015,Scenic boat trip,22521
Japan,YEMar 2016,Scenic boat trip,31286
Japan,YESep 1998,Scenic boat trip,53921
Japan,YESep 1999,Scenic boat trip,42727
Japan,YESep 2000,Scenic boat trip,37168
Japan,YESep 2001,Scenic boat trip,37735
Japan,YESep 2002,Scenic boat trip,39541
Japan,YESep 2003,Scenic boat trip,39727
Japan,YESep 2004,Scenic boat trip,60782
Japan,YESep 2005,Scenic boat trip,54361
Japan,YESep 2006,Scenic boat trip,55326
Japan,YESep 2007,Scenic boat trip,47479
Japan,YESep 2008,Scenic boat trip,46319
Japan,YESep 2009,Scenic boat trip,27686
Japan,YESep 2010,Scenic boat trip,25950
"Korea, Republic of",YEDec 1997,Scenic boat trip,14319
"Korea, Republic of",YEDec 1998,Scenic boat trip,722
"Korea, Republic of",YEDec 1999,Scenic boat trip,2375
"Korea, Republic of",YEDec 2000,Scenic boat trip,5706
"Korea, Republic of",YEDec 2001,Scenic boat trip,4318
"Korea, Republic of",YEDec 2002,Scenic boat trip,13520
"Korea, Republic of",YEDec 2003,Scenic boat trip,22713
"Korea, Republic of",YEDec 2004,Scenic boat trip,24122
"Korea, Republic of",YEDec 2005,Scenic boat trip,31134
"Korea, Republic of",YEDec 2006,Scenic boat trip,27864
"Korea, Republic of",YEDec 2007,Scenic boat trip,35308
"Korea, Republic of",YEDec 2008,Scenic boat trip,29201
"Korea, Republic of",YEDec 2009,Scenic boat trip,13786
"Korea, Republic of",YEDec 2010,Scenic boat trip,17567
"Korea, Republic of",YEDec 2011,Scenic boat trip,22174
"Korea, Republic of",YEDec 2012,Scenic boat trip,22609
"Korea, Republic of",YEDec 2013,Scenic boat trip,14584
"Korea, Republic of",YEDec 2014,Scenic boat trip,18506
"Korea, Republic of",YEDec 2015,Scenic boat trip,19217
"Korea, Republic of",YEJun 1998,Scenic boat trip,7418
"Korea, Republic of",YEJun 1999,Scenic boat trip,1621
"Korea, Republic of",YEJun 2000,Scenic boat trip,4243
"Korea, Republic of",YEJun 2001,Scenic boat trip,4897
"Korea, Republic of",YEJun 2002,Scenic boat trip,8054
"Korea, Republic of",YEJun 2003,Scenic boat trip,18005
"Korea, Republic of",YEJun 2004,Scenic boat trip,23765
"Korea, Republic of",YEJun 2005,Scenic boat trip,30341
"Korea, Republic of",YEJun 2006,Scenic boat trip,31053
"Korea, Republic of",YEJun 2007,Scenic boat trip,28475
"Korea, Republic of",YEJun 2008,Scenic boat trip,35825
"Korea, Republic of",YEJun 2009,Scenic boat trip,17747
"Korea, Republic of",YEJun 2010,Scenic boat trip,15023
"Korea, Republic of",YEJun 2011,Scenic boat trip,22053
"Korea, Republic of",YEJun 2012,Scenic boat trip,23548
"Korea, Republic of",YEJun 2013,Scenic boat trip,15065
"Korea, Republic of",YEJun 2014,Scenic boat trip,18466
"Korea, Republic of",YEJun 2015,Scenic boat trip,12217
"Korea, Republic of",YEMar 1998,Scenic boat trip,10401
"Korea, Republic of",YEMar 1999,Scenic boat trip,1355
"Korea, Republic of",YEMar 2000,Scenic boat trip,2795
"Korea, Republic of",YEMar 2001,Scenic boat trip,6156
"Korea, Republic of",YEMar 2002,Scenic boat trip,7137
"Korea, Republic of",YEMar 2003,Scenic boat trip,18708
"Korea, Republic of",YEMar 2004,Scenic boat trip,18154
"Korea, Republic of",YEMar 2005,Scenic boat trip,27297
"Korea, Republic of",YEMar 2006,Scenic boat trip,35194
"Korea, Republic of",YEMar 2007,Scenic boat trip,26101
"Korea, Republic of",YEMar 2008,Scenic boat trip,36289
"Korea, Republic of",YEMar 2009,Scenic boat trip,21555
"Korea, Republic of",YEMar 2010,Scenic boat trip,15510
"Korea, Republic of",YEMar 2011,Scenic boat trip,21630
"Korea, Republic of",YEMar 2012,Scenic boat trip,22943
"Korea, Republic of",YEMar 2013,Scenic boat trip,17137
"Korea, Republic of",YEMar 2014,Scenic boat trip,16910
"Korea, Republic of",YEMar 2015,Scenic boat trip,12004
"Korea, Republic of",YEMar 2016,Scenic boat trip,32039
"Korea, Republic of",YESep 1998,Scenic boat trip,3827
"Korea, Republic of",YESep 1999,Scenic boat trip,1331
"Korea, Republic of",YESep 2000,Scenic boat trip,4815
"Korea, Republic of",YESep 2001,Scenic boat trip,5139
"Korea, Republic of",YESep 2002,Scenic boat trip,10462
"Korea, Republic of",YESep 2003,Scenic boat trip,17642
"Korea, Republic of",YESep 2004,Scenic boat trip,23711
"Korea, Republic of",YESep 2005,Scenic boat trip,30895
"Korea, Republic of",YESep 2006,Scenic boat trip,30037
"Korea, Republic of",YESep 2007,Scenic boat trip,33368
"Korea, Republic of",YESep 2008,Scenic boat trip,32244
"Korea, Republic of",YESep 2009,Scenic boat trip,16591
"Korea, Republic of",YESep 2010,Scenic boat trip,14040
UK,YEDec 1997,Scenic boat trip,32270
UK,YEDec 1998,Scenic boat trip,45362
UK,YEDec 1999,Scenic boat trip,40193
UK,YEDec 2000,Scenic boat trip,54382
UK,YEDec 2001,Scenic boat trip,45916
UK,YEDec 2002,Scenic boat trip,57911
UK,YEDec 2003,Scenic boat trip,79826
UK,YEDec 2004,Scenic boat trip,106173
UK,YEDec 2005,Scenic boat trip,115241
UK,YEDec 2006,Scenic boat trip,115302
UK,YEDec 2007,Scenic boat trip,83637
UK,YEDec 2008,Scenic boat trip,86560
UK,YEDec 2009,Scenic boat trip,86554
UK,YEDec 2010,Scenic boat trip,77048
UK,YEDec 2011,Scenic boat trip,67924
UK,YEDec 2012,Scenic boat trip,47904
UK,YEDec 2013,Scenic boat trip,60525
UK,YEDec 2014,Scenic boat trip,87796
UK,YEDec 2015,Scenic boat trip,94517
UK,YEJun 1998,Scenic boat trip,45073
UK,YEJun 1999,Scenic boat trip,36941
UK,YEJun 2000,Scenic boat trip,50511
UK,YEJun 2001,Scenic boat trip,49835
UK,YEJun 2002,Scenic boat trip,53051
UK,YEJun 2003,Scenic boat trip,69088
UK,YEJun 2004,Scenic boat trip,98184
UK,YEJun 2005,Scenic boat trip,113801
UK,YEJun 2006,Scenic boat trip,121453
UK,YEJun 2007,Scenic boat trip,86386
UK,YEJun 2008,Scenic boat trip,89629
UK,YEJun 2009,Scenic boat trip,85783
UK,YEJun 2010,Scenic boat trip,83022
UK,YEJun 2011,Scenic boat trip,67651
UK,YEJun 2012,Scenic boat trip,59842
UK,YEJun 2013,Scenic boat trip,44654
UK,YEJun 2014,Scenic boat trip,87811
UK,YEJun 2015,Scenic boat trip,91129
UK,YEMar 1998,Scenic boat trip,41595
UK,YEMar 1999,Scenic boat trip,37987
UK,YEMar 2000,Scenic boat trip,47610
UK,YEMar 2001,Scenic boat trip,54399
UK,YEMar 2002,Scenic boat trip,46997
UK,YEMar 2003,Scenic boat trip,68448
UK,YEMar 2004,Scenic boat trip,92909
UK,YEMar 2005,Scenic boat trip,112118
UK,YEMar 2006,Scenic boat trip,119821
UK,YEMar 2007,Scenic boat trip,96100
UK,YEMar 2008,Scenic boat trip,84989
UK,YEMar 2009,Scenic boat trip,87653
UK,YEMar 2010,Scenic boat trip,84005
UK,YEMar 2011,Scenic boat trip,72955
UK,YEMar 2012,Scenic boat trip,59689
UK,YEMar 2013,Scenic boat trip,44366
UK,YEMar 2014,Scenic boat trip,82946
UK,YEMar 2015,Scenic boat trip,90760
UK,YEMar 2016,Scenic boat trip,97277
UK,YESep 1998,Scenic boat trip,45821
UK,YESep 1999,Scenic boat trip,36564
UK,YESep 2000,Scenic boat trip,52810
UK,YESep 2001,Scenic boat trip,47842
UK,YESep 2002,Scenic boat trip,55159
UK,YESep 2003,Scenic boat trip,73155
UK,YESep 2004,Scenic boat trip,101001
UK,YESep 2005,Scenic boat trip,116102
UK,YESep 2006,Scenic boat trip,115452
UK,YESep 2007,Scenic boat trip,87245
UK,YESep 2008,Scenic boat trip,87763
UK,YESep 2009,Scenic boat trip,87007
USA,YEDec 1997,Scenic boat trip,34551
USA,YEDec 1998,Scenic boat trip,49887
USA,YEDec 1999,Scenic boat trip,44452
USA,YEDec 2000,Scenic boat trip,58918
USA,YEDec 2001,Scenic boat trip,42869
USA,YEDec 2002,Scenic boat trip,38869
USA,YEDec 2003,Scenic boat trip,48185
USA,YEDec 2004,Scenic boat trip,66906
USA,YEDec 2005,Scenic boat trip,62466
USA,YEDec 2006,Scenic boat trip,65408
USA,YEDec 2007,Scenic boat trip,69742
USA,YEDec 2008,Scenic boat trip,65074
USA,YEDec 2009,Scenic boat trip,61551
USA,YEDec 2010,Scenic boat trip,55226
USA,YEDec 2011,Scenic boat trip,53288
USA,YEDec 2012,Scenic boat trip,46331
USA,YEDec 2013,Scenic boat trip,58555
USA,YEDec 2014,Scenic boat trip,84686
USA,YEDec 2015,Scenic boat trip,90418
USA,YEJun 1998,Scenic boat trip,44261
USA,YEJun 1999,Scenic boat trip,45485
USA,YEJun 2000,Scenic boat trip,58447
USA,YEJun 2001,Scenic boat trip,52221
USA,YEJun 2002,Scenic boat trip,37050
USA,YEJun 2003,Scenic boat trip,41661
USA,YEJun 2004,Scenic boat trip,58186
USA,YEJun 2005,Scenic boat trip,69340
USA,YEJun 2006,Scenic boat trip,63304
USA,YEJun 2007,Scenic boat trip,71058
USA,YEJun 2008,Scenic boat trip,67898
USA,YEJun 2009,Scenic boat trip,56115
USA,YEJun 2010,Scenic boat trip,60972
USA,YEJun 2011,Scenic boat trip,59444
USA,YEJun 2012,Scenic boat trip,42493
USA,YEJun 2013,Scenic boat trip,50429
